Title,Company,Category,Remote,Seniority,Bottom salary,Top salary,Must haves,Nice to haves
Senior Expert Full Stack Developer (Java + React),Clurgo Sp. z o.o.,Fullstack,1,Senior,26880,31920,"Java,React,Spring,JUnit,Mockito,Kubernetes",
"Java, .NET, Typescript Engineer - Digital Core",Volvo Tech Hub Poland,Fullstack,0,Mid,14000,26000,"Java,Spring,.NET,SQL,Angular,TypeScript,Azure Cloud,Message queue,REST API,CI/CD,Microservices","Docker,Kubernetes,DevOps,Oracle DB,OpenShift,Kafka"
Junior Java Software Engineer,Sportradar,Backend,0,Junior,,,"Object-oriented programming,Product development,Java","Clean Code,AWS,RabbitMQ,Kafka,Docker,Kubernetes"
Team Lead Java&Angular,Prime Engineering,Fullstack,0,Senior,26500,28500,"Java,Angular,JDBC,Spring,JPA,Hibernate,JavaScript,TypeScript,HTML,CSS,SQL,RDBMS,RxJS,OpenAPI,Swagger","Redux,NgRx,NX,Jenkins"
Full-stack Developer (Java/Angular),UNIQA Polska,Fullstack,0,Senior,,,"Java,Angular,Keycloak,TypeScript,Spring Boot,K8s,SVN,Git,API,Oracle,PostgreSQL",Dynatrace
Senior Backend Engineer (Java),Zowie,Backend,1,Senior,20000,30000,"JVM,SQL,Critical thinking,Proactivity,Java","NoSQL,MongoDB,Elasticsearch,Cassandra,Kafka,GraphQL,Docker,Kubernetes,Spring"
Java Developer,Engenious,Backend,1,Senior,26880,31920,"Java,Communication skills,Scripting language,Groovy,SQL,JavaScript,REST API,Microservices,Cloud","Maven,Eclipse,Spring,Boot,ORM,Hibernate,Docker,Kubernetes,J2EE,JMS,BPMN"
JAVA DEVELOPER,Decerto Sp. z o.o.,Backend,1,Mid,18480,23520,"Java,Spring,Hibernate,Docker",Angular
Senior Java Developer,"Dunning, Kruger & Associates Sp. z o.o.",Backend,0,Senior,21840,30240,"Java,REST,Spring,JUnit","Git,Maven,WebSphere Application Server"
Java Developer,Ośrodek Przetwarzania Informacji - Państwowy Instytut Badawczy,Fullstack,0,Mid,10000,15000,"DDD,CQRS,Spring,Spring Boot,Spring Cloud,Angular,Kafka,Java","HTML,JavaScript,Git,Maven,Docker,REST,Spock,CSS,IntelliJ IDEA"
Senior Java Developer - Remote,Infogain Technologies Sp. z o.o.,Backend,1,Senior,18000,26000,"Java,Spring Framework,Design Patterns,Docker,Google cloud platform","MongoDB,Camel,Spock,Groovy,React"
Java Backend Developer,Arelion,Backend,0,Mid,20160,25200,"Java,Docker,Git,REST,Spring Boot,RDBMS,SQL,Kubernetes,GitHub Actions","AWS,Elasticsearch,RabbitMQ,Linux,NoSQL,Jakarta EE,Bash,Terraform,Helm,Network protocols"
